Ont	Terms	Annotated	Significant	Expected	classic	Genes
BP	GO:0042325:Regulation of phosphorylation	1614	13	5.01	0.00113	ADCY4,ADCY5,ADRA1A,ADRA1B,ADRB2,PDE4D,PPARGC1A,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0017156:Calcium-ion regulated exocytosis	66	3	0.21	0.00113	ATP2A2,CACNA1G,CACNA1H
BP	GO:0040014:Regulation of multicellular organism growth	66	3	0.21	0.00113	ADRB1,ADRB2,CACNA2D2
BP	GO:0051926:Negative regulation of calcium ion transport	66	3	0.21	0.00113	ATP1A2,CASQ2,TGFB1
BP	GO:0071559:Response to transforming growth factor beta	255	5	0.79	0.00116	COL1A1,COL3A1,PDE2A,PPARGC1A,TGFB1
BP	GO:0031649:Heat generation	17	2	0.05	0.00125	ADRB1,ADRB2
BP	GO:0046068:CGMP metabolic process	17	2	0.05	0.00125	NPPA,PDE2A
BP	GO:0099509:Regulation of presynaptic cytosolic calcium ion concentration	17	2	0.05	0.00125	CACNA1D,CACNB2
BP	GO:0001678:Cellular glucose homeostasis	152	4	0.47	0.00127	ADCY5,KCNJ11,PPARGC1A,PRKACA
BP	GO:0055008:Cardiac muscle tissue morphogenesis	69	3	0.21	0.00129	MYH6,RYR2,TGFB1
BP	GO:0031401:Positive regulation of protein modification process	1237	11	3.84	0.00131	ADCY4,ADCY5,ADRA1A,ADRA1B,ADRB2,PPARGC1A,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:1990845:Adaptive thermogenesis	154	4	0.48	0.00134	ADRB1,ADRB2,PPARGC1A,PPARGC1B
BP	GO:0043549:Regulation of kinase activity	870	9	2.7	0.00136	ADCY4,ADCY5,ADRA1A,ADRB2,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0009117:Nucleotide metabolic process	542	7	1.68	0.00140	ADCY4,ADCY5,NPPA,PDE2A,PDE4D,PPARGC1A,TGFB1
BP	GO:0010766:Negative regulation of sodium ion transport	18	2	0.06	0.00141	ATP1A2,CAMK2D
BP	GO:0006950:Response to stress	4042	23	12.56	0.00143	ABCC9,ADRB1,ADRB2,ATP1B1,ATP2A2,CAMK2D,COL1A1,COL3A1,KCNJ11,KCNK3,MYH6,NPPA,PDE2A,PPARGC1A,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,RYR2,SLC8A1,TBX3,TGFB1
BP	GO:0001503:Ossification	398	6	1.24	0.00144	ADRB2,COL1A1,PPARGC1B,PRKACA,SLC8A1,TGFB1
BP	GO:0050790:Regulation of catalytic activity	2324	16	7.22	0.00148	ADCY4,ADCY5,ADRA1A,ADRB1,ADRB2,ATP1B1,CACNA1C,CACNA1D,CAMK2D,MYH6,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0006753:Nucleoside phosphate metabolic process	549	7	1.71	0.00150	ADCY4,ADCY5,NPPA,PDE2A,PDE4D,PPARGC1A,TGFB1
BP	GO:0003208:Cardiac ventricle morphogenesis	73	3	0.23	0.00152	MYH6,RYR2,TGFB1
BP	GO:0030239:Myofibril assembly	73	3	0.23	0.00152	CASQ2,MYH6,PRKAR1A
BP	GO:1903532:Positive regulation of secretion by cell	403	6	1.25	0.00153	CACNA1D,CACNA1G,CACNA1H,CACNB2,NPPA,TGFB1
BP	GO:0001932:Regulation of protein phosphorylation	1465	12	4.55	0.00157	ADCY4,ADCY5,ADRA1A,ADRA1B,ADRB2,PDE4D,PPARGC1A,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0010523:Negative regulation of calcium ion transport into cytosol	19	2	0.06	0.00157	CASQ2,TGFB1
BP	GO:0045956:Positive regulation of calcium ion-dependent exocytosis	19	2	0.06	0.00157	CACNA1G,CACNA1H
BP	GO:0098911:Regulation of ventricular cardiac muscle cell action potential	19	2	0.06	0.00157	CACNA1C,RYR2
BP	GO:0031214:Biomineral tissue development	163	4	0.51	0.00165	ADRB2,COL1A1,SLC8A1,TGFB1
BP	GO:0110148:Biomineralization	163	4	0.51	0.00165	ADRB2,COL1A1,SLC8A1,TGFB1
BP	GO:0009165:Nucleotide biosynthetic process	278	5	0.86	0.00170	ADCY4,ADCY5,NPPA,PPARGC1A,TGFB1
BP	GO:0030500:Regulation of bone mineralization	76	3	0.24	0.00170	ADRB2,SLC8A1,TGFB1
BP	GO:0006887:Exocytosis	903	9	2.81	0.00176	ADRA1A,ATP2A2,CACNA1D,CACNA1G,CACNA1H,CACNB2,CHRM2,NPPA,TGFB1
BP	GO:0048332:Mesoderm morphogenesis	77	3	0.24	0.00177	PRKACA,PRKAR1A,TBX3
BP	GO:0042060:Wound healing	565	7	1.76	0.00177	COL1A1,COL3A1,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0051223:Regulation of protein transport	731	8	2.27	0.00180	ABCC8,ADCY5,CACNA1C,CACNA1D,CACNA2D2,KCNJ11,PRKACA,TGFB1
BP	GO:1901293:Nucleoside phosphate biosynthetic process	282	5	0.88	0.00181	ADCY4,ADCY5,NPPA,PPARGC1A,TGFB1
BP	GO:0051259:Protein complex oligomerization	568	7	1.76	0.00182	CAMK2D,COL1A1,HCN1,KCNA4,KCND3,KCNJ12,RYR3
BP	GO:0032413:Negative regulation of ion transmembrane transporter activity	78	3	0.24	0.00183	ATP1A2,CAMK2D,CASQ2
BP	GO:0050806:Positive regulation of synaptic transmission	168	4	0.52	0.00184	ADRA1A,ADRB2,CACNA1D,CACNB2
BP	GO:0001956:Positive regulation of neurotransmitter secretion	21	2	0.07	0.00192	CACNA1D,CACNB2
BP	GO:0033993:Response to lipid	921	9	2.86	0.00201	ADCY5,ATP1A2,ATP2A2,COL1A1,KCNJ11,PDE4D,PPARGC1A,PPARGC1B,TGFB1
BP	GO:0001659:Temperature homeostasis	173	4	0.54	0.00205	ADRB1,ADRB2,PPARGC1A,PPARGC1B
BP	GO:0051047:Positive regulation of secretion	428	6	1.33	0.00207	CACNA1D,CACNA1G,CACNA1H,CACNB2,NPPA,TGFB1
BP	GO:0001933:Negative regulation of protein phosphorylation	429	6	1.33	0.00210	PDE4D,PPARGC1A,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0031281:Positive regulation of cyclase activity	22	2	0.07	0.00211	CACNA1C,CACNA1D
BP	GO:0032469:Endoplasmic reticulum calcium ion homeostasis	22	2	0.07	0.00211	ATP2A2,CAMK2D
BP	GO:0035584:Calcium-mediated signaling using intracellular calcium source	22	2	0.07	0.00211	PRKACA,RYR2
BP	GO:0071277:Cellular response to calcium ion	83	3	0.26	0.00219	CAMK2D,RYR3,SCN5A
BP	GO:0048468:Cell development	2183	15	6.78	0.00221	ADRA1A,ATP2A2,CACNA2D2,CASQ2,COL3A1,HCN1,MYH6,NPPA,PDE2A,PDE4D,PRKACA,PRKAR1A,SLC8A1,TBX3,TGFB1
BP	GO:0070201:Regulation of establishment of protein localization	756	8	2.35	0.00223	ABCC8,ADCY5,CACNA1C,CACNA1D,CACNA2D2,KCNJ11,PRKACA,TGFB1
BP	GO:0009306:Protein secretion	591	7	1.84	0.00228	ABCC8,ADCY5,CACNA1C,CACNA1D,CACNA2D2,KCNJ11,TGFB1
BP	GO:0051349:Positive regulation of lyase activity	23	2	0.07	0.00230	CACNA1C,CACNA1D
BP	GO:0035592:Establishment of protein localization to extracellular region	592	7	1.84	0.00230	ABCC8,ADCY5,CACNA1C,CACNA1D,CACNA2D2,KCNJ11,TGFB1
BP	GO:0090087:Regulation of peptide transport	761	8	2.36	0.00232	ABCC8,ADCY5,CACNA1C,CACNA1D,CACNA2D2,KCNJ11,PRKACA,TGFB1
BP	GO:0060249:Anatomical structure homeostasis	439	6	1.36	0.00235	ADRB2,CACNA1D,CACNB2,CLCN3,PPARGC1B,TGFB1
BP	GO:0007165:Signal transduction	6156	30	19.12	0.00238	ADCY4,ADCY5,ADRA1A,ADRA1B,ADRA1D,ADRB1,ADRB2,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CAMK2D,CASQ2,CHRM2,COL1A1,COL3A1,MYH6,NPPA,PDE2A,PDE4D,PPARGC1A,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,RYR2,SLC8A1,TGFB1
BP	GO:0071692:Protein localization to extracellular region	599	7	1.86	0.00246	ABCC8,ADCY5,CACNA1C,CACNA1D,CACNA2D2,KCNJ11,TGFB1
BP	GO:0014850:Response to muscle activity	24	2	0.07	0.00251	PPARGC1A,RYR2
BP	GO:0060343:Trabecula formation	24	2	0.07	0.00251	COL1A1,PPARGC1B
BP	GO:0046034:ATP metabolic process	304	5	0.94	0.00251	ATP1A2,ATP1B1,MYH6,PPARGC1A,TGFB1
BP	GO:0060322:Head development	776	8	2.41	0.00262	COL1A1,COL3A1,KCNK3,PPARGC1A,SCN5A,SLC8A1,TBX3,TGFB1
BP	GO:0071396:Cellular response to lipid	608	7	1.89	0.00267	ADCY5,ATP1A2,COL1A1,PDE4D,PPARGC1A,PPARGC1B,TGFB1
BP	GO:0032410:Negative regulation of transporter activity	89	3	0.28	0.00267	ATP1A2,CAMK2D,CASQ2
BP	GO:0043951:Negative regulation of cAMP-mediated signaling	25	2	0.08	0.00272	PDE2A,PDE4D
BP	GO:0045662:Negative regulation of myoblast differentiation	25	2	0.08	0.00272	TBX3,TGFB1
BP	GO:0060444:Branching involved in mammary gland duct morphogenesis	25	2	0.08	0.00272	TBX3,TGFB1
BP	GO:0045778:Positive regulation of ossification	90	3	0.28	0.00276	ADRB2,SLC8A1,TGFB1
BP	GO:0046849:Bone remodeling	90	3	0.28	0.00276	ADRB2,PPARGC1B,TGFB1
BP	GO:0051338:Regulation of transferase activity	974	9	3.03	0.00293	ADCY4,ADCY5,ADRA1A,ADRB2,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0006700:C21-steroid hormone biosynthetic process	26	2	0.08	0.00294	CACNA1H,PPARGC1A
BP	GO:1901018:Positive regulation of potassium ion transmembrane transporter activity	26	2	0.08	0.00294	ATP1B1,NPPA
BP	GO:1903351:Cellular response to dopamine	93	3	0.29	0.00303	ADCY5,CHRM2,HCN3
BP	GO:0002790:Peptide secretion	624	7	1.94	0.00309	ABCC8,ADCY5,CACNA1C,CACNA1D,CACNA2D2,KCNJ11,TGFB1
BP	GO:0051289:Protein homotetramerization	94	3	0.29	0.00312	HCN1,KCNJ12,RYR3
BP	GO:0070167:Regulation of biomineral tissue development	94	3	0.29	0.00312	ADRB2,SLC8A1,TGFB1
BP	GO:0110149:Regulation of biomineralization	94	3	0.29	0.00312	ADRB2,SLC8A1,TGFB1
BP	GO:1903350:Response to dopamine	94	3	0.29	0.00312	ADCY5,CHRM2,HCN3
BP	GO:0019220:Regulation of phosphate metabolic process	1810	13	5.62	0.00316	ADCY4,ADCY5,ADRA1A,ADRA1B,ADRB2,PDE4D,PPARGC1A,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0035902:Response to immobilization stress	27	2	0.08	0.00317	SLC8A1,TGFB1
BP	GO:0045932:Negative regulation of muscle contraction	27	2	0.08	0.00317	ADRB2,ATP1A2
BP	GO:0007568:Aging	321	5	1	0.00317	ADRA1A,PDE4D,PPARGC1A,TBX3,TGFB1
BP	GO:0051174:Regulation of phosphorus metabolic process	1812	13	5.63	0.00319	ADCY4,ADCY5,ADRA1A,ADRA1B,ADRB2,PDE4D,PPARGC1A,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0055086:Nucleobase-containing small molecule metabolic process	629	7	1.95	0.00323	ADCY4,ADCY5,NPPA,PDE2A,PDE4D,PPARGC1A,TGFB1
BP	GO:0042326:Negative regulation of phosphorylation	468	6	1.45	0.00323	PDE4D,PPARGC1A,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0043501:Skeletal muscle adaptation	28	2	0.09	0.00340	ATP2A2,PPARGC1A
BP	GO:0045761:Regulation of adenylate cyclase activity	28	2	0.09	0.00340	CACNA1C,CACNA1D
BP	GO:0071214:Cellular response to abiotic stimulus	331	5	1.03	0.00361	ATP1A2,COL1A1,NPPA,PDE2A,TGFB1
BP	GO:0104004:Cellular response to environmental stimulus	331	5	1.03	0.00361	ATP1A2,COL1A1,NPPA,PDE2A,TGFB1
BP	GO:0030278:Regulation of ossification	203	4	0.63	0.00364	ADRB2,PRKACA,SLC8A1,TGFB1
BP	GO:0031063:Regulation of histone deacetylation	29	2	0.09	0.00365	CAMK2D,TGFB1
BP	GO:0007200:Phospholipase C-activating G protein-coupled receptor signaling pathway	100	3	0.31	0.00372	ADRA1A,ADRA1B,CHRM2
BP	GO:0035066:Positive regulation of histone acetylation	30	2	0.09	0.00390	PPARGC1A,TGFB1
BP	GO:0031399:Regulation of protein modification process	1867	13	5.8	0.00413	ADCY4,ADCY5,ADRA1A,ADRA1B,ADRB2,CAMK2D,PDE4D,PPARGC1A,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0009154:Purine ribonucleotide catabolic process	31	2	0.1	0.00416	PDE2A,PDE4D
BP	GO:0010762:Regulation of fibroblast migration	31	2	0.1	0.00416	SLC8A1,TGFB1
BP	GO:0055017:Cardiac muscle tissue growth	105	3	0.33	0.00426	ADRA1A,NPPA,PRKAR1A
BP	GO:0009261:Ribonucleotide catabolic process	32	2	0.1	0.00443	PDE2A,PDE4D
BP	GO:0042311:Vasodilation	32	2	0.1	0.00443	ADRB1,ADRB2
BP	GO:0045907:Positive regulation of vasoconstriction	32	2	0.1	0.00443	ADRA1A,ADRA1B
BP	GO:0045987:Positive regulation of smooth muscle contraction	32	2	0.1	0.00443	ADRA1A,ADRA1B
BP	GO:0060325:Face morphogenesis	32	2	0.1	0.00443	COL1A1,TGFB1
BP	GO:0048729:Tissue morphogenesis	670	7	2.08	0.00456	COL3A1,MYH6,PRKACA,PRKAR1A,RYR2,TBX3,TGFB1
BP	GO:0048523:Negative regulation of cellular process	4955	25	15.39	0.00461	ADRA1A,ADRB2,ATP1A2,CACNA1C,CAMK2D,CASQ2,COL1A1,COL3A1,KCNH2,KCNJ11,NPPA,PDE2A,PDE4D,PPARGC1A,PPARGC1B,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,RYR2,RYR3,SLC8A1,TBX3,TGFB1,TRPC1
BP	GO:0051260:Protein homooligomerization	351	5	1.09	0.00463	HCN1,KCNA4,KCND3,KCNJ12,RYR3
BP	GO:0010737:Protein kinase A signaling	33	2	0.1	0.00471	ADRB2,PRKACA
BP	GO:0035115:Embryonic forelimb morphogenesis	33	2	0.1	0.00471	CACNA1C,TBX3
BP	GO:0060603:Mammary gland duct morphogenesis	33	2	0.1	0.00471	TBX3,TGFB1
BP	GO:1901380:Negative regulation of potassium ion transmembrane transport	33	2	0.1	0.00471	CASQ2,KCNH2
BP	GO:2000758:Positive regulation of peptidyl-lysine acetylation	33	2	0.1	0.00471	PPARGC1A,TGFB1
BP	GO:0009611:Response to wounding	679	7	2.11	0.00490	COL1A1,COL3A1,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0040008:Regulation of growth	679	7	2.11	0.00490	ADRB1,ADRB2,CACNA2D2,CAMK2D,MYH6,NPPA,TGFB1
BP	GO:0010765:Positive regulation of sodium ion transport	34	2	0.11	0.00499	ATP1B1,SCN5A
BP	GO:0045444:Fat cell differentiation	223	4	0.69	0.00508	ADRB1,ADRB2,PPARGC1A,TGFB1
BP	GO:0043200:Response to amino acid	113	3	0.35	0.00523	COL1A1,COL3A1,PPARGC1A
BP	GO:0030282:Bone mineralization	114	3	0.35	0.00536	ADRB2,SLC8A1,TGFB1
BP	GO:0009887:Animal organ morphogenesis	1068	9	3.32	0.00538	COL1A1,COL3A1,HCN1,MYH6,PPARGC1B,RYR2,SCN5A,TBX3,TGFB1
BP	GO:0051051:Negative regulation of transport	522	6	1.62	0.00549	ATP1A2,CAMK2D,CASQ2,KCNH2,KCNJ11,TGFB1
BP	GO:0010927:Cellular component assembly involved in morphogenesis	115	3	0.36	0.00549	CASQ2,MYH6,PRKAR1A
BP	GO:1901020:Negative regulation of calcium ion transmembrane transporter activity	36	2	0.11	0.00558	ATP1A2,CASQ2
BP	GO:0000302:Response to reactive oxygen species	232	4	0.72	0.00583	COL1A1,PPARGC1A,PPARGC1B,SLC8A1
BP	GO:0060323:Head morphogenesis	37	2	0.11	0.00589	COL1A1,TGFB1
BP	GO:0009636:Response to toxic substance	531	6	1.65	0.00596	ATP1A2,COL1A1,HCN3,KCNJ11,PPARGC1A,SLC8A1
BP	GO:0071363:Cellular response to growth factor stimulus	706	7	2.19	0.00605	COL1A1,COL3A1,MYH6,PDE2A,PPARGC1A,RYR2,TGFB1
BP	GO:0003298:Physiological muscle hypertrophy	38	2	0.12	0.00621	ADRA1A,NPPA
BP	GO:0003301:Physiological cardiac muscle hypertrophy	38	2	0.12	0.00621	ADRA1A,NPPA
BP	GO:0061049:Cell growth involved in cardiac muscle cell development	38	2	0.12	0.00621	ADRA1A,NPPA
BP	GO:0030900:Forebrain development	381	5	1.18	0.00651	COL3A1,PPARGC1A,SCN5A,SLC8A1,TBX3
BP	GO:0008207:C21-steroid hormone metabolic process	39	2	0.12	0.00653	CACNA1H,PPARGC1A
BP	GO:0010761:Fibroblast migration	39	2	0.12	0.00653	SLC8A1,TGFB1
BP	GO:0043114:Regulation of vascular permeability	39	2	0.12	0.00653	PDE2A,TGFB1
BP	GO:0048545:Response to steroid hormone	383	5	1.19	0.00666	ATP1A2,COL1A1,PPARGC1A,PPARGC1B,TGFB1
BP	GO:0051241:Negative regulation of multicellular organismal process	1317	10	4.09	0.00687	ADRA1A,ADRB1,ADRB2,ATP1A2,ATP2A2,COL3A1,NPPA,PDE4D,PRKACA,TGFB1
BP	GO:0006468:Protein phosphorylation	1985	13	6.17	0.00692	ADCY4,ADCY5,ADRA1A,ADRA1B,ADRB2,CAMK2D,PDE4D,PPARGC1A,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0018107:Peptidyl-threonine phosphorylation	126	3	0.39	0.00707	CAMK2D,PRKACA,TGFB1
BP	GO:0035136:Forelimb morphogenesis	41	2	0.13	0.00720	CACNA1C,TBX3
BP	GO:0043267:Negative regulation of potassium ion transport	41	2	0.13	0.00720	CASQ2,KCNH2
BP	GO:0061028:Establishment of endothelial barrier	41	2	0.13	0.00720	PDE2A,PDE4D
BP	GO:0071383:Cellular response to steroid hormone stimulus	248	4	0.77	0.00736	ATP1A2,PPARGC1A,PPARGC1B,TGFB1
BP	GO:0045926:Negative regulation of growth	249	4	0.77	0.00746	ADRB1,ADRB2,NPPA,TGFB1
BP	GO:0070848:Response to growth factor	736	7	2.29	0.00754	COL1A1,COL3A1,MYH6,PDE2A,PPARGC1A,RYR2,TGFB1
BP	GO:0010613:Positive regulation of cardiac muscle hypertrophy	42	2	0.13	0.00754	ADRA1A,CAMK2D
BP	GO:0042181:Ketone biosynthetic process	42	2	0.13	0.00754	CACNA1H,PPARGC1A
BP	GO:0014742:Positive regulation of muscle hypertrophy	43	2	0.13	0.00789	ADRA1A,CAMK2D
BP	GO:0031279:Regulation of cyclase activity	43	2	0.13	0.00789	CACNA1C,CACNA1D
BP	GO:0051602:Response to electrical stimulus	43	2	0.13	0.00789	KCNJ3,PPARGC1A
BP	GO:1901985:Positive regulation of protein acetylation	43	2	0.13	0.00789	PPARGC1A,TGFB1
BP	GO:1904646:Cellular response to amyloid-beta	43	2	0.13	0.00789	ADRB2,CACNA2D1
BP	GO:0042476:Odontogenesis	132	3	0.41	0.00803	COL1A1,SCN5A,TGFB1
BP	GO:0006195:Purine nucleotide catabolic process	44	2	0.14	0.00825	PDE2A,PDE4D
BP	GO:0090311:Regulation of protein deacetylation	44	2	0.14	0.00825	CAMK2D,TGFB1
BP	GO:0018210:Peptidyl-threonine modification	134	3	0.42	0.00837	CAMK2D,PRKACA,TGFB1
BP	GO:0007498:Mesoderm development	135	3	0.42	0.00854	PRKACA,PRKAR1A,TBX3
BP	GO:0003007:Heart morphogenesis	259	4	0.8	0.00854	MYH6,RYR2,TBX3,TGFB1
BP	GO:0072659:Protein localization to plasma membrane	260	4	0.81	0.00866	ATP1B1,CACNB2,KCNJ11,TGFB1
BP	GO:0007517:Muscle organ development	410	5	1.27	0.00880	CACNA1H,COL3A1,MYH6,RYR2,TGFB1
BP	GO:0034605:Cellular response to heat	137	3	0.43	0.00889	ATP2A2,CAMK2D,PRKACA
BP	GO:0051339:Regulation of lyase activity	46	2	0.14	0.00899	CACNA1C,CACNA1D
BP	GO:0060443:Mammary gland morphogenesis	46	2	0.14	0.00899	TBX3,TGFB1
BP	GO:0045936:Negative regulation of phosphate metabolic process	583	6	1.81	0.00925	PDE4D,PPARGC1A,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0010563:Negative regulation of phosphorus metabolic process	584	6	1.81	0.00932	PDE4D,PPARGC1A,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0061383:Trabecula morphogenesis	47	2	0.15	0.00937	COL1A1,PPARGC1B
BP	GO:0048598:Embryonic morphogenesis	586	6	1.82	0.00947	CACNA1C,PRKACA,PRKAR1A,RYR2,TBX3,TGFB1
BP	GO:0032270:Positive regulation of cellular protein metabolic process	1608	11	5	0.00975	ADCY4,ADCY5,ADRA1A,ADRA1B,ADRB2,PPARGC1A,PRKACA,PRKAR1A,PRKAR2A,PRKAR2B,TGFB1
BP	GO:0007528:Neuromuscular junction development	48	2	0.15	0.00976	CACNA2D2,CACNB2
BP	GO:0043949:Regulation of cAMP-mediated signaling	48	2	0.15	0.00976	PDE2A,PDE4D
BP	GO:0045912:Negative regulation of carbohydrate metabolic process	48	2	0.15	0.00976	PPARGC1A,TGFB1
BP	GO:0060324:Face development	48	2	0.15	0.00976	COL1A1,TGFB1
BP	GO:0048646:Anatomical structure formation involved in morphogenesis	1174	9	3.65	0.00979	CACNA1H,CASQ2,COL1A1,MYH6,PPARGC1B,PRKACA,PRKAR1A,TBX3,TGFB1
BP	GO:0048513:Animal organ development	3583	19	11.13	0.00985	ADRA1A,ADRB2,CACNA1C,CACNA1H,COL1A1,COL3A1,HCN1,KCNK3,MYH6,NPPA,PDE2A,PPARGC1A,PPARGC1B,PRKAR1A,RYR2,SCN5A,SLC8A1,TBX3,TGFB1
BP	GO:0031056:Regulation of histone modification	143	3	0.44	0.00998	CAMK2D,PPARGC1A,TGFB1
MF	GO:0046873:Metal ion transmembrane transporter activity	439	33	1.44	< 1e-30	ABCC8,ABCC9,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,KCNK3,KCNN1,KCNN2,PDE2A,RYR2,RYR3,SCN5A,SCN7A,SLC8A1,TRPC1
MF	GO:0022890:Inorganic cation transmembrane transporter activity	600	34	1.97	< 1e-30	ABCC8,ABCC9,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CLCN3,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,KCNK3,KCNN1,KCNN2,PDE2A,RYR2,RYR3,SCN5A,SCN7A,SLC8A1,TRPC1
MF	GO:0005216:Ion channel activity	435	31	1.43	< 1e-30	ABCC8,ABCC9,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CLCN3,GJD3,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,KCNK3,KCNN1,KCNN2,PDE2A,RYR2,RYR3,SCN5A,SCN7A,TRPC1
MF	GO:0005261:Cation channel activity	337	29	1.1	< 1e-30	ABCC8,ABCC9,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,KCNK3,KCNN1,KCNN2,PDE2A,RYR2,RYR3,SCN5A,SCN7A,TRPC1
MF	GO:0008324:Cation transmembrane transporter activity	645	34	2.11	< 1e-30	ABCC8,ABCC9,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CLCN3,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,KCNK3,KCNN1,KCNN2,PDE2A,RYR2,RYR3,SCN5A,SCN7A,SLC8A1,TRPC1
MF	GO:0015267:Channel activity	474	31	1.55	< 1e-30	ABCC8,ABCC9,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CLCN3,GJD3,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,KCNK3,KCNN1,KCNN2,PDE2A,RYR2,RYR3,SCN5A,SCN7A,TRPC1
MF	GO:0022803:Passive transmembrane transporter activity	475	31	1.56	< 1e-30	ABCC8,ABCC9,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CLCN3,GJD3,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,KCNK3,KCNN1,KCNN2,PDE2A,RYR2,RYR3,SCN5A,SCN7A,TRPC1
MF	GO:0015318:Inorganic molecular entity transmembrane transporter activity	823	35	2.7	< 1e-30	ABCC8,ABCC9,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CLCN3,GJD3,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,KCNK3,KCNN1,KCNN2,PDE2A,RYR2,RYR3,SCN5A,SCN7A,SLC8A1,TRPC1
MF	GO:0015075:Ion transmembrane transporter activity	877	35	2.87	< 1e-30	ABCC8,ABCC9,ATP1A2,ATP1B1,ATP2A2,CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CLCN3,GJD3,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,KCNK3,KCNN1,KCNN2,PDE2A,RYR2,RYR3,SCN5A,SCN7A,SLC8A1,TRPC1
MF	GO:0022836:Gated channel activity	343	26	1.12	1.5e-29	CACNA1C,CACNA1D,CACNA1G,CACNA1H,CACNA2D1,CACNA2D2,CACNB2,CLCN3,HCN1,HCN3,HCN4,KCNA4,KCND3,KCNH2,KCNJ11,KCNJ12,KCNJ3,KCNJ5,KCNJ8,KCNK3,KCNN1,KCNN2,RYR2,RYR3,SCN5A,SCN7A
